order_id,customer_id,restaurant_id,order_date,gross_order_value,coupon_id,discount_amount,net_order_value,delivery_fee,food_cost,order_status,payment_method,estimated_zomato_revenue,estimated_profit
570.00,259,12,2025-10-25,665.69,,0.00,665.69,55.00,366.81,Delivered,Cash,221.42,189.42
571.00,155,2,2025-12-19,495.65,,0.00,495.65,0.00,308.59,Cancelled,UPI,0.00,0.00
572.00,104,3,2025-11-30,523.04,,0.00,523.04,55.00,280.53,Delivered,Wallet,185.76,153.76
573.00,153,25,2025-03-17,587.45,,0.00,587.45,45.00,314.48,Delivered,UPI,174.24,142.24
574.00,174,1,2025-06-14,298.36,,0.00,298.36,0.00,179.58,Delivered,UPI,65.64,33.64
575.00,142,13,2025-11-24,408.72,,0.00,408.72,0.00,218.00,Delivered,Card,89.92,57.92
576.00,54,21,2025-07-25,845.63,,0.00,845.63,55.00,494.79,Delivered,Card,207.21,175.21
577.00,89,20,2025-04-17,511.83,,0.00,511.83,0.00,312.83,Delivered,Wallet,102.37,70.37
578.00,44,22,2025-12-26,820.75,,0.00,820.75,35.00,482.87,Delivered,Card,240.19,208.19
579.00,172,26,2025-06-25,345.79,,0.00,345.79,45.00,203.42,Delivered,Card,131.45,99.45
580.00,86,21,2025-07-24,397.65,,0.00,397.65,45.00,237.68,Delivered,Cash,116.58,84.58
581.00,142,22,2025-12-24,425.79,,0.00,425.79,45.00,243.71,Delivered,UPI,151.45,119.45
582.00,189,15,2025-09-08,446.02,,0.00,446.02,0.00,276.71,Delivered,Card,89.20,57.20
583.00,157,26,2025-05-07,622.44,,0.00,622.44,0.00,339.38,Cancelled,UPI,0.00,0.00
584.00,17,3,2025-07-21,351.62,,0.00,351.62,0.00,188.80,Delivered,UPI,87.91,55.91
585.00,202,6,2025-06-28,423.35,,0.00,423.35,35.00,245.84,Delivered,UPI,119.67,87.67
586.00,169,20,2025-11-30,321.21,,0.00,321.21,55.00,200.13,Delivered,Cash,119.24,87.24
587.00,208,23,2025-06-12,692.60,,0.00,692.60,25.00,370.97,Delivered,Cash,149.67,117.67
588.00,195,17,2025-03-05,477.67,,0.00,477.67,35.00,284.79,Cancelled,Cash,0.00,0.00
589.00,84,5,2025-07-26,531.56,,0.00,531.56,0.00,301.66,Delivered,UPI,106.31,74.31
590.00,46,27,2025-09-12,381.92,,0.00,381.92,0.00,213.22,Delivered,Wallet,84.02,52.02
591.00,268,25,2025-09-27,252.37,,0.00,252.37,0.00,148.84,Delivered,UPI,55.52,23.52
592.00,34,4,2025-01-10,282.04,,0.00,282.04,45.00,159.30,Delivered,UPI,95.77,63.77
593.00,14,11,2025-04-02,421.42,,0.00,421.42,35.00,230.40,Cancelled,Card,0.00,0.00
594.00,195,22,2025-04-11,981.47,,0.00,981.47,35.00,531.06,Cancelled,UPI,0.00,0.00
595.00,126,10,2025-11-25,315.80,,0.00,315.80,25.00,179.07,Delivered,Cash,81.84,49.84
596.00,121,28,2025-12-07,467.70,,0.00,467.70,55.00,285.19,Delivered,Wallet,171.93,139.93
597.00,180,7,2025-08-26,625.69,,0.00,625.69,25.00,385.51,Delivered,UPI,150.14,118.14
598.00,210,9,2025-12-05,720.49,,0.00,720.49,45.00,423.45,Delivered,Cash,174.69,142.69
599.00,37,8,2025-02-27,360.80,,0.00,360.80,55.00,191.71,Delivered,UPI,127.16,95.16
600.00,113,23,2025-01-02,243.21,,0.00,243.21,25.00,152.53,Delivered,UPI,68.78,36.78
601.00,213,17,2025-12-14,437.15,,0.00,437.15,25.00,233.47,Delivered,UPI,112.43,80.43
602.00,33,15,2025-09-07,1318.65,,0.00,1318.65,35.00,781.92,Delivered,UPI,298.73,266.73
603.00,171,1,2025-04-03,870.30,,0.00,870.30,55.00,528.40,Delivered,Wallet,246.47,214.47
604.00,215,6,2025-01-30,536.86,,0.00,536.86,0.00,279.38,Delivered,Wallet,107.37,75.37
605.00,212,15,2025-10-08,281.28,,0.00,281.28,0.00,166.66,Delivered,Wallet,56.26,24.26
606.00,142,28,2025-09-17,1436.72,,0.00,1436.72,35.00,851.11,Delivered,Card,394.18,362.18
607.00,74,26,2025-07-11,526.41,,0.00,526.41,25.00,278.25,Delivered,Cash,156.60,124.60
608.00,127,8,2025-04-22,445.24,,0.00,445.24,45.00,283.73,Delivered,Card,134.05,102.05
609.00,220,28,2025-08-31,452.43,,0.00,452.43,45.00,272.70,Delivered,Cash,158.11,126.11
610.00,131,19,2025-03-19,460.23,,0.00,460.23,35.00,273.69,Delivered,Card,136.25,104.25
611.00,218,8,2025-10-31,840.93,7,213.74,627.19,0.00,463.79,Delivered,Cash,168.19,-77.55
612.00,150,4,2025-06-01,683.95,,0.00,683.95,45.00,368.35,Delivered,Cash,168.11,136.11
613.00,138,24,2025-11-03,301.96,,0.00,301.96,0.00,174.51,Delivered,UPI,60.39,28.39
614.00,56,24,2025-02-24,389.90,,0.00,389.90,25.00,236.29,Delivered,UPI,102.98,70.98
615.00,287,19,2025-01-22,263.49,,0.00,263.49,45.00,137.05,Delivered,Card,102.97,70.97
616.00,175,25,2025-08-16,388.37,,0.00,388.37,45.00,235.04,Delivered,Card,130.44,98.44
617.00,144,23,2025-06-21,372.18,,0.00,372.18,0.00,230.00,Delivered,Cash,66.99,34.99
618.00,18,16,2025-10-23,441.49,,0.00,441.49,55.00,233.60,Delivered,Card,143.30,111.30
619.00,124,9,2025-04-14,450.31,,0.00,450.31,45.00,235.13,Delivered,Wallet,126.06,94.06
620.00,103,5,2025-08-10,892.46,6,75.00,817.46,55.00,533.82,Delivered,Card,233.49,126.49
621.00,11,24,2025-09-25,391.57,,0.00,391.57,35.00,233.66,Delivered,Cash,113.31,81.31
622.00,277,12,2025-06-29,465.96,,0.00,465.96,55.00,264.35,Delivered,Cash,171.49,139.49
623.00,162,5,2025-04-07,319.85,,0.00,319.85,55.00,169.31,Delivered,Wallet,118.97,86.97
624.00,39,18,2025-08-31,728.30,5,156.32,571.98,55.00,420.57,Delivered,Card,186.09,-2.23
625.00,161,2,2025-02-25,584.94,,0.00,584.94,0.00,369.97,Cancelled,UPI,0.00,0.00
626.00,56,7,2025-12-17,284.99,,0.00,284.99,35.00,169.86,Delivered,UPI,92.00,60.00
627.00,34,22,2025-02-02,405.04,,0.00,405.04,0.00,223.54,Delivered,Wallet,101.26,69.26
628.00,202,19,2025-01-12,1298.94,,0.00,1298.94,0.00,678.34,Cancelled,Cash,0.00,0.00
629.00,207,29,2025-01-06,656.70,,0.00,656.70,45.00,348.94,Delivered,Wallet,189.47,157.47
630.00,172,8,2025-11-01,565.54,,0.00,565.54,35.00,315.19,Cancelled,Cash,0.00,0.00
631.00,299,6,2025-09-18,785.48,,0.00,785.48,45.00,479.85,Delivered,Card,202.10,170.10
632.00,34,20,2025-04-04,798.42,,0.00,798.42,25.00,464.70,Delivered,UPI,184.68,152.68
633.00,115,9,2025-06-09,684.32,2,100.00,584.32,55.00,430.83,Delivered,Wallet,178.18,46.18
634.00,205,2,2025-09-28,233.69,,0.00,233.69,0.00,132.41,Delivered,UPI,42.06,10.06
635.00,293,2,2025-08-06,309.59,,0.00,309.59,25.00,181.73,Delivered,Card,80.73,48.73
636.00,20,21,2025-11-25,688.41,,0.00,688.41,45.00,381.56,Delivered,Card,168.91,136.91
637.00,212,14,2025-02-14,364.92,,0.00,364.92,25.00,196.62,Delivered,Card,116.23,84.23
638.00,294,22,2025-12-22,310.25,,0.00,310.25,55.00,185.77,Delivered,Cash,132.56,100.56
639.00,201,20,2025-02-13,320.09,,0.00,320.09,55.00,201.17,Delivered,UPI,119.02,87.02
640.00,208,22,2025-06-05,389.47,,0.00,389.47,45.00,246.98,Cancelled,UPI,0.00,0.00
641.00,187,11,2025-10-24,485.46,,0.00,485.46,55.00,290.00,Delivered,Cash,176.37,144.37
642.00,67,10,2025-08-19,535.44,,0.00,535.44,25.00,281.63,Delivered,UPI,121.38,89.38
643.00,32,25,2025-08-16,1092.11,,0.00,1092.11,25.00,625.02,Delivered,Card,265.26,233.26
644.00,119,13,2025-06-11,1271.61,,0.00,1271.61,35.00,787.31,Delivered,UPI,314.75,282.75
645.00,151,26,2025-09-23,379.84,,0.00,379.84,0.00,202.47,Delivered,UPI,94.96,62.96
646.00,276,20,2025-10-03,426.79,,0.00,426.79,0.00,258.28,Delivered,Cash,85.36,53.36
647.00,33,16,2025-08-18,566.96,,0.00,566.96,55.00,351.36,Delivered,Cash,168.39,136.39
648.00,132,15,2025-01-24,515.80,,0.00,515.80,55.00,283.55,Delivered,UPI,158.16,126.16
649.00,56,30,2025-09-16,405.66,,0.00,405.66,45.00,247.04,Delivered,Cash,126.13,94.13
650.00,225,1,2025-05-31,865.23,,0.00,865.23,35.00,505.75,Delivered,UPI,225.35,193.35
651.00,107,24,2025-09-26,296.56,,0.00,296.56,0.00,159.86,Delivered,UPI,59.31,27.31
652.00,222,2,2025-11-23,632.90,,0.00,632.90,25.00,342.48,Delivered,UPI,138.92,106.92
653.00,139,22,2025-02-21,744.34,,0.00,744.34,35.00,393.83,Delivered,Wallet,221.09,189.09
654.00,243,24,2025-05-10,994.44,,0.00,994.44,0.00,578.91,Delivered,Cash,198.89,166.89
655.00,204,28,2025-03-18,301.51,,0.00,301.51,55.00,181.88,Delivered,Card,130.38,98.38
656.00,239,20,2025-08-01,688.19,,0.00,688.19,35.00,429.26,Delivered,Cash,172.64,140.64
657.00,275,22,2025-11-10,384.49,,0.00,384.49,35.00,203.28,Delivered,Card,131.12,99.12
658.00,1,18,2025-09-07,1344.84,,0.00,1344.84,0.00,785.49,Delivered,Cash,242.07,210.07
659.00,285,1,2025-10-06,808.75,,0.00,808.75,55.00,471.03,Delivered,Card,232.93,200.93
660.00,102,4,2025-05-05,510.21,,0.00,510.21,35.00,271.99,Delivered,Wallet,126.84,94.84
661.00,158,9,2025-09-30,352.82,,0.00,352.82,0.00,183.47,Delivered,Wallet,63.51,31.51
662.00,82,22,2025-12-27,416.04,,0.00,416.04,0.00,235.82,Delivered,Cash,104.01,72.01
663.00,288,27,2025-05-29,590.16,,0.00,590.16,25.00,371.64,Delivered,Cash,154.84,122.84
664.00,109,22,2025-05-27,901.35,,0.00,901.35,25.00,538.68,Delivered,Wallet,250.34,218.34
665.00,288,22,2025-03-17,933.23,,0.00,933.23,0.00,503.90,Delivered,UPI,233.31,201.31
666.00,254,20,2025-09-29,488.04,,0.00,488.04,25.00,293.69,Delivered,Card,122.61,90.61
667.00,53,13,2025-07-11,665.81,,0.00,665.81,45.00,383.14,Delivered,UPI,191.48,159.48
668.00,111,19,2025-12-17,586.94,,0.00,586.94,0.00,319.41,Delivered,Wallet,129.13,97.13
669.00,229,22,2025-08-27,483.05,,0.00,483.05,55.00,271.78,Delivered,Cash,175.76,143.76
670.00,190,6,2025-09-02,391.51,,0.00,391.51,45.00,249.27,Delivered,UPI,123.30,91.30
671.00,55,14,2025-10-22,726.18,,0.00,726.18,55.00,395.79,Delivered,UPI,236.55,204.55
672.00,114,11,2025-06-18,671.30,,0.00,671.30,0.00,428.60,Delivered,Cash,167.83,135.83
673.00,45,5,2025-09-18,540.46,,0.00,540.46,45.00,299.23,Delivered,Wallet,153.09,121.09
674.00,177,22,2025-07-03,667.78,,0.00,667.78,35.00,383.08,Delivered,Card,201.95,169.95
675.00,197,18,2025-01-15,458.98,,0.00,458.98,45.00,264.00,Delivered,Wallet,127.62,95.62
676.00,206,22,2025-06-16,349.96,,0.00,349.96,45.00,219.03,Delivered,Cash,132.49,100.49
677.00,271,7,2025-09-08,444.63,,0.00,444.63,35.00,258.04,Delivered,Cash,123.93,91.93
678.00,283,5,2025-05-15,1197.35,,0.00,1197.35,45.00,766.26,Delivered,Card,284.47,252.47
679.00,113,7,2025-10-12,1075.28,,0.00,1075.28,55.00,623.36,Delivered,Cash,270.06,238.06
680.00,8,28,2025-05-12,254.36,,0.00,254.36,25.00,158.45,Delivered,Cash,88.59,56.59
681.00,150,6,2025-07-10,914.77,,0.00,914.77,35.00,512.36,Delivered,Card,217.95,185.95
682.00,96,22,2025-10-23,318.97,,0.00,318.97,25.00,184.69,Delivered,Wallet,104.74,72.74
683.00,47,4,2025-03-05,472.76,,0.00,472.76,0.00,289.88,Delivered,UPI,85.10,53.10
684.00,240,20,2025-04-10,308.93,,0.00,308.93,0.00,168.53,Delivered,Card,61.79,29.79
685.00,286,28,2025-11-28,1520.38,,0.00,1520.38,55.00,860.97,Delivered,Cash,435.10,403.10
686.00,140,17,2025-08-29,1193.75,,0.00,1193.75,25.00,633.56,Delivered,Cash,263.75,231.75
687.00,141,17,2025-03-18,778.12,,0.00,778.12,0.00,419.13,Delivered,Cash,155.62,123.62
688.00,260,15,2025-01-26,584.20,,0.00,584.20,35.00,314.05,Delivered,UPI,151.84,119.84
689.00,186,16,2025-03-06,690.20,,0.00,690.20,55.00,422.29,Delivered,Card,193.04,161.04
690.00,225,10,2025-08-02,1442.90,8,180.00,1262.90,35.00,767.58,Delivered,UPI,294.72,82.72
691.00,272,12,2025-06-11,322.94,,0.00,322.94,35.00,176.86,Delivered,Cash,115.74,83.74
692.00,52,29,2025-08-21,955.96,,0.00,955.96,45.00,592.21,Delivered,UPI,255.31,223.31
693.00,27,17,2025-11-28,482.94,,0.00,482.94,55.00,267.48,Delivered,UPI,151.59,119.59
694.00,181,3,2025-03-18,577.18,,0.00,577.18,25.00,317.74,Delivered,Wallet,169.30,137.30
695.00,224,28,2025-05-11,250.89,,0.00,250.89,45.00,154.58,Delivered,Cash,107.72,75.72
696.00,245,24,2025-05-19,501.28,,0.00,501.28,55.00,281.88,Delivered,Wallet,155.26,123.26
697.00,78,15,2025-04-16,360.30,,0.00,360.30,35.00,196.95,Delivered,Wallet,107.06,75.06
698.00,52,17,2025-09-23,906.97,,0.00,906.97,45.00,564.82,Delivered,Cash,226.39,194.39
699.00,265,22,2025-12-31,1682.61,,0.00,1682.61,35.00,888.96,Delivered,Wallet,455.65,423.65
700.00,47,28,2025-01-02,508.60,,0.00,508.60,55.00,294.50,Delivered,UPI,182.15,150.15
701.00,51,15,2025-09-25,905.74,,0.00,905.74,55.00,497.63,Delivered,Card,236.15,204.15
702.00,42,16,2025-12-18,441.44,,0.00,441.44,0.00,260.93,Delivered,UPI,88.29,56.29
703.00,177,9,2025-12-13,229.12,,0.00,229.12,35.00,141.14,Delivered,UPI,76.24,44.24
704.00,89,9,2025-02-26,508.37,,0.00,508.37,55.00,278.10,Delivered,Cash,146.51,114.51
705.00,278,10,2025-10-16,1004.78,,0.00,1004.78,35.00,638.33,Delivered,Cash,215.86,183.86
706.00,196,14,2025-06-26,660.29,,0.00,660.29,55.00,365.26,Delivered,UPI,220.07,188.07
707.00,82,22,2025-07-20,1085.93,,0.00,1085.93,55.00,592.46,Delivered,UPI,326.48,294.48
708.00,75,19,2025-05-23,368.06,,0.00,368.06,25.00,202.01,Delivered,Wallet,105.97,73.97
709.00,282,6,2025-06-10,3786.10,,0.00,3786.10,35.00,2412.70,Delivered,Wallet,792.22,760.22
710.00,122,11,2025-03-01,643.04,,0.00,643.04,45.00,409.61,Delivered,Card,205.76,173.76
711.00,232,24,2025-02-18,390.15,,0.00,390.15,55.00,229.29,Delivered,UPI,133.03,101.03
712.00,42,20,2025-02-18,356.95,,0.00,356.95,25.00,221.38,Delivered,UPI,96.39,64.39
713.00,55,12,2025-11-06,1186.87,7,250.00,936.87,55.00,718.92,Delivered,Card,351.72,69.72
714.00,108,5,2025-05-14,346.00,,0.00,346.00,25.00,182.52,Cancelled,Cash,0.00,0.00
715.00,125,9,2025-04-05,449.38,,0.00,449.38,25.00,277.50,Delivered,Card,105.89,73.89
716.00,185,3,2025-08-14,244.36,,0.00,244.36,25.00,150.32,Delivered,Cash,86.09,54.09
717.00,174,2,2025-09-25,951.75,,0.00,951.75,25.00,560.20,Delivered,Card,196.32,164.32
718.00,255,27,2025-11-07,645.78,3,120.00,525.78,35.00,393.97,Delivered,UPI,177.07,25.07
719.00,189,10,2025-03-11,246.40,,0.00,246.40,0.00,152.65,Delivered,Card,44.35,12.35
720.00,134,1,2025-04-21,505.46,,0.00,505.46,25.00,265.00,Delivered,Cash,136.20,104.20
721.00,84,21,2025-05-28,428.73,,0.00,428.73,55.00,262.29,Delivered,Wallet,132.17,100.17
722.00,276,17,2025-12-12,733.54,1,150.00,583.54,0.00,406.50,Delivered,UPI,146.71,-35.29
723.00,5,1,2025-08-17,335.30,,0.00,335.30,35.00,192.01,Delivered,Card,108.77,76.77
724.00,82,21,2025-07-21,2340.46,,0.00,2340.46,25.00,1261.82,Delivered,Card,446.28,414.28
725.00,91,27,2025-12-28,1242.96,,0.00,1242.96,25.00,776.63,Delivered,Cash,298.45,266.45
726.00,208,7,2025-11-06,220.91,,0.00,220.91,35.00,116.23,Delivered,Card,79.18,47.18
727.00,123,25,2025-08-20,761.98,,0.00,761.98,0.00,407.76,Delivered,Card,167.64,135.64
728.00,132,20,2025-01-25,878.01,,0.00,878.01,0.00,526.76,Delivered,Wallet,175.60,143.60
729.00,13,18,2025-03-25,1036.98,,0.00,1036.98,25.00,660.80,Delivered,Cash,211.66,179.66
730.00,268,9,2025-11-10,974.39,,0.00,974.39,55.00,536.16,Delivered,Cash,230.39,198.39
731.00,89,3,2025-09-08,648.63,,0.00,648.63,25.00,344.40,Cancelled,Card,0.00,0.00
732.00,73,19,2025-03-19,359.95,,0.00,359.95,35.00,200.39,Delivered,Wallet,114.19,82.19
733.00,21,18,2025-07-28,2446.63,,0.00,2446.63,45.00,1541.19,Delivered,Card,485.39,453.39
734.00,73,6,2025-04-20,557.97,,0.00,557.97,25.00,318.39,Delivered,Wallet,136.59,104.59
735.00,181,21,2025-10-25,981.24,,0.00,981.24,45.00,522.76,Delivered,Card,221.62,189.62
736.00,277,25,2025-09-02,1008.20,,0.00,1008.20,35.00,615.65,Delivered,UPI,256.80,224.80
737.00,166,27,2025-01-01,302.13,,0.00,302.13,45.00,163.48,Delivered,Wallet,111.47,79.47
738.00,152,8,2025-07-07,1359.90,,0.00,1359.90,45.00,733.41,Delivered,Cash,316.98,284.98
739.00,113,26,2025-02-26,310.30,,0.00,310.30,25.00,162.41,Cancelled,UPI,0.00,0.00
740.00,25,19,2025-12-16,477.34,,0.00,477.34,35.00,299.04,Delivered,Cash,140.01,108.01
741.00,37,15,2025-04-04,332.24,,0.00,332.24,0.00,177.53,Delivered,Wallet,66.45,34.45
742.00,64,15,2025-03-28,261.00,,0.00,261.00,0.00,165.11,Delivered,UPI,52.20,20.20
743.00,96,4,2025-11-19,557.39,,0.00,557.39,25.00,342.59,Cancelled,Card,0.00,0.00
744.00,179,8,2025-02-16,463.00,,0.00,463.00,35.00,243.76,Delivered,Wallet,127.60,95.60
745.00,49,16,2025-06-07,325.32,,0.00,325.32,0.00,208.03,Delivered,UPI,65.06,33.06
746.00,153,30,2025-11-27,655.78,,0.00,655.78,35.00,361.70,Delivered,Card,166.16,134.16
747.00,52,19,2025-07-25,732.32,,0.00,732.32,35.00,416.60,Delivered,Cash,196.11,164.11
748.00,15,23,2025-12-05,857.25,,0.00,857.25,0.00,522.19,Delivered,Wallet,154.31,122.31
749.00,291,11,2025-06-05,510.14,,0.00,510.14,35.00,312.49,Delivered,UPI,162.54,130.54
750.00,94,3,2025-05-09,885.10,,0.00,885.10,35.00,478.05,Delivered,Wallet,256.27,224.27
751.00,208,15,2025-05-15,502.80,,0.00,502.80,35.00,281.29,Delivered,Card,135.56,103.56
752.00,220,15,2025-08-07,434.69,,0.00,434.69,25.00,270.24,Delivered,Wallet,111.94,79.94
753.00,64,9,2025-08-11,319.42,,0.00,319.42,0.00,201.08,Delivered,UPI,57.50,25.50
754.00,70,28,2025-05-11,580.21,,0.00,580.21,35.00,346.54,Delivered,Card,180.05,148.05
755.00,262,4,2025-06-16,778.34,,0.00,778.34,45.00,408.55,Delivered,Wallet,185.10,153.10
756.00,58,28,2025-03-18,247.44,,0.00,247.44,25.00,149.34,Delivered,Wallet,86.86,54.86
757.00,252,18,2025-02-05,569.23,,0.00,569.23,25.00,351.11,Delivered,Wallet,127.46,95.46
758.00,207,6,2025-09-14,526.43,,0.00,526.43,45.00,305.06,Delivered,Wallet,150.29,118.29
759.00,95,17,2025-12-12,605.18,,0.00,605.18,55.00,347.16,Delivered,Card,176.04,144.04
760.00,79,25,2025-08-10,423.40,,0.00,423.40,25.00,256.21,Delivered,UPI,118.15,86.15
761.00,196,6,2025-05-16,445.53,,0.00,445.53,55.00,266.01,Delivered,Card,144.11,112.11
762.00,277,4,2025-11-09,473.58,,0.00,473.58,45.00,259.71,Delivered,Cash,130.24,98.24
763.00,283,4,2025-09-01,336.95,,0.00,336.95,0.00,193.01,Delivered,Wallet,60.65,28.65
764.00,96,5,2025-01-29,1002.41,,0.00,1002.41,35.00,600.39,Delivered,UPI,235.48,203.48
765.00,107,12,2025-04-02,658.19,,0.00,658.19,25.00,372.18,Delivered,Card,189.55,157.55
766.00,295,21,2025-08-22,431.60,,0.00,431.60,55.00,257.47,Delivered,Card,132.69,100.69
767.00,99,15,2025-11-12,909.78,,0.00,909.78,45.00,544.28,Delivered,UPI,226.96,194.96
768.00,83,18,2025-01-16,722.04,,0.00,722.04,45.00,396.85,Delivered,Card,174.97,142.97
769.00,139,4,2025-11-02,594.41,,0.00,594.41,25.00,337.01,Delivered,Card,131.99,99.99
770.00,3,7,2025-10-17,974.80,,0.00,974.80,45.00,535.40,Delivered,Card,239.96,207.96
771.00,50,9,2025-04-04,1186.08,,0.00,1186.08,0.00,637.56,Delivered,Card,213.49,181.49
772.00,71,19,2025-10-05,658.70,,0.00,658.70,45.00,383.43,Delivered,Card,189.91,157.91
773.00,128,8,2025-12-11,616.65,,0.00,616.65,35.00,343.51,Delivered,Wallet,158.33,126.33
774.00,229,29,2025-01-16,1228.86,,0.00,1228.86,25.00,641.96,Delivered,UPI,295.35,263.35
775.00,13,22,2025-12-07,259.05,,0.00,259.05,55.00,143.43,Delivered,Card,119.76,87.76
776.00,266,8,2025-10-01,260.93,,0.00,260.93,45.00,166.77,Delivered,Wallet,97.19,65.19
777.00,248,6,2025-01-23,468.59,,0.00,468.59,0.00,269.36,Delivered,UPI,93.72,61.72
778.00,178,30,2025-11-04,479.94,,0.00,479.94,35.00,286.55,Delivered,Cash,130.99,98.99
779.00,252,21,2025-03-13,569.68,,0.00,569.68,25.00,345.47,Delivered,Card,127.54,95.54
780.00,204,30,2025-09-07,266.78,,0.00,266.78,25.00,153.44,Delivered,Card,78.36,46.36
781.00,184,28,2025-10-14,222.77,,0.00,222.77,35.00,123.67,Delivered,Wallet,90.69,58.69
782.00,50,26,2025-02-22,335.36,,0.00,335.36,35.00,179.18,Delivered,Cash,118.84,86.84
783.00,126,8,2025-09-27,250.48,,0.00,250.48,0.00,137.34,Delivered,Cash,50.10,18.10
784.00,130,14,2025-06-20,241.94,,0.00,241.94,25.00,128.22,Delivered,Card,85.49,53.49
785.00,8,17,2025-07-18,740.16,,0.00,740.16,35.00,417.72,Delivered,Wallet,183.03,151.03
786.00,80,22,2025-07-17,432.88,,0.00,432.88,45.00,263.48,Delivered,UPI,153.22,121.22
787.00,89,14,2025-11-24,877.19,,0.00,877.19,55.00,480.68,Delivered,Wallet,274.30,242.30
788.00,158,26,2025-06-18,420.51,,0.00,420.51,0.00,243.92,Delivered,UPI,105.13,73.13
789.00,135,10,2025-01-08,416.76,,0.00,416.76,25.00,223.35,Delivered,UPI,100.02,68.02
790.00,236,22,2025-12-21,586.27,,0.00,586.27,25.00,368.73,Delivered,Cash,171.57,139.57
791.00,48,25,2025-11-07,531.51,,0.00,531.51,55.00,323.39,Delivered,Wallet,171.93,139.93
792.00,271,23,2025-07-12,298.87,,0.00,298.87,0.00,166.28,Delivered,Wallet,53.80,21.80
793.00,164,23,2025-04-09,510.16,,0.00,510.16,25.00,312.71,Delivered,Card,116.83,84.83
794.00,92,11,2025-08-16,662.78,,0.00,662.78,0.00,370.92,Delivered,UPI,165.70,133.70
795.00,260,21,2025-01-29,650.41,,0.00,650.41,0.00,377.06,Delivered,UPI,117.07,85.07
796.00,148,27,2025-07-30,997.43,1,150.00,847.43,35.00,566.78,Delivered,Wallet,254.43,72.43
797.00,209,29,2025-04-25,302.34,,0.00,302.34,25.00,176.15,Delivered,Card,91.51,59.51
798.00,135,20,2025-09-08,224.49,,0.00,224.49,0.00,140.87,Delivered,Cash,44.90,12.90
799.00,95,11,2025-06-28,287.65,,0.00,287.65,0.00,154.18,Cancelled,Card,0.00,0.00
800.00,243,9,2025-01-15,650.13,,0.00,650.13,55.00,373.91,Delivered,Wallet,172.02,140.02
801.00,10,4,2025-11-13,331.07,,0.00,331.07,55.00,189.51,Delivered,Card,114.59,82.59
802.00,143,10,2025-09-25,258.08,,0.00,258.08,55.00,157.35,Cancelled,Card,0.00,0.00
803.00,112,30,2025-09-03,1377.81,6,75.00,1302.81,0.00,820.50,Delivered,Wallet,275.56,168.56
804.00,43,25,2025-06-21,517.20,,0.00,517.20,55.00,288.40,Delivered,Card,168.78,136.78
805.00,58,30,2025-07-23,434.38,,0.00,434.38,35.00,262.13,Delivered,Wallet,121.88,89.88
806.00,220,15,2025-05-20,616.55,3,120.00,496.55,25.00,382.39,Delivered,UPI,148.31,-3.69
807.00,250,9,2025-06-01,1087.65,,0.00,1087.65,55.00,581.97,Delivered,Cash,250.78,218.78
808.00,100,16,2025-03-24,471.17,,0.00,471.17,45.00,256.71,Delivered,Card,139.23,107.23
809.00,37,19,2025-06-04,255.93,,0.00,255.93,55.00,138.32,Delivered,Cash,111.30,79.30
810.00,21,13,2025-05-10,251.52,,0.00,251.52,25.00,135.58,Delivered,Card,80.33,48.33
811.00,23,14,2025-05-02,413.78,,0.00,413.78,0.00,264.40,Delivered,Wallet,103.45,71.45
812.00,10,12,2025-01-27,565.31,,0.00,565.31,35.00,352.04,Delivered,UPI,176.33,144.33
813.00,98,26,2025-02-23,587.91,,0.00,587.91,35.00,309.89,Delivered,UPI,181.98,149.98
814.00,278,9,2025-07-07,663.79,,0.00,663.79,45.00,412.16,Delivered,Card,164.48,132.48
815.00,10,15,2025-02-18,431.17,,0.00,431.17,35.00,237.25,Delivered,Wallet,121.23,89.23
816.00,82,4,2025-08-09,241.68,,0.00,241.68,45.00,128.38,Delivered,Cash,88.50,56.50
817.00,142,24,2025-11-23,864.69,,0.00,864.69,35.00,544.88,Delivered,Card,207.94,175.94
818.00,295,12,2025-02-16,1410.88,,0.00,1410.88,25.00,749.70,Delivered,Wallet,377.72,345.72
819.00,173,14,2025-06-03,248.19,,0.00,248.19,25.00,156.96,Delivered,Cash,87.05,55.05
820.00,271,12,2025-10-19,367.46,,0.00,367.46,25.00,230.31,Delivered,Cash,116.87,84.87
821.00,152,14,2025-02-27,513.87,,0.00,513.87,45.00,315.54,Delivered,Cash,173.47,141.47
822.00,121,16,2025-04-24,591.94,,0.00,591.94,45.00,318.38,Cancelled,Card,0.00,0.00
823.00,66,22,2025-01-25,658.37,,0.00,658.37,45.00,389.02,Delivered,Wallet,209.59,177.59
824.00,273,21,2025-05-30,463.31,,0.00,463.31,35.00,253.78,Delivered,Card,118.40,86.40
825.00,5,4,2025-09-10,1366.08,5,200.00,1166.08,55.00,785.16,Delivered,Wallet,300.89,68.89
826.00,263,2,2025-12-18,308.05,,0.00,308.05,0.00,160.77,Delivered,UPI,55.45,23.45
827.00,142,19,2025-07-19,499.49,,0.00,499.49,35.00,286.36,Delivered,Wallet,144.89,112.89
828.00,137,25,2025-12-28,259.75,,0.00,259.75,0.00,147.91,Delivered,Cash,57.15,25.15
829.00,72,2,2025-01-10,315.07,,0.00,315.07,25.00,188.89,Delivered,Cash,81.71,49.71
830.00,253,28,2025-05-05,545.53,,0.00,545.53,35.00,307.73,Delivered,Card,171.38,139.38
