order_id,customer_id,restaurant_id,order_date,gross_order_value,coupon_id,discount_amount,net_order_value,delivery_fee,food_cost,order_status,payment_method,estimated_zomato_revenue,estimated_profit,order_type,order_month,order_day,order_hour
483.0,126,21,2025-06-29,1023.06,,0.0,1023.06,0.0,574.14,Delivered,Card,184.15,152.15,Non-Coupon Order,2025-06,Sunday,0
484.0,237,19,2025-03-24,333.24,,0.0,333.24,0.0,189.93,Delivered,Card,73.31,41.31,Non-Coupon Order,2025-03,Monday,0
485.0,20,26,2025-09-18,261.42,,0.0,261.42,0.0,161.61,Delivered,Upi,65.36,33.36,Non-Coupon Order,2025-09,Thursday,0
486.0,108,18,2025-03-12,321.39,,0.0,321.39,45.0,168.71,Delivered,Wallet,102.85,70.85,Non-Coupon Order,2025-03,Wednesday,0
487.0,255,18,2025-03-08,426.49,,0.0,426.49,55.0,269.73,Delivered,Card,131.77,99.77,Non-Coupon Order,2025-03,Saturday,0
488.0,84,7,2025-05-05,493.65,,0.0,493.65,0.0,300.44,Delivered,Wallet,98.73,66.73,Non-Coupon Order,2025-05,Monday,0
489.0,49,13,2025-01-25,275.46,,0.0,275.46,55.0,168.56,Delivered,Card,115.6,83.6,Non-Coupon Order,2025-01,Saturday,0
490.0,137,5,2025-12-17,482.81,,0.0,482.81,25.0,295.48,Delivered,Wallet,121.56,89.56,Non-Coupon Order,2025-12,Wednesday,0
491.0,200,15,2025-10-15,504.88,,0.0,504.88,0.0,307.41,Delivered,Upi,100.98,68.98,Non-Coupon Order,2025-10,Wednesday,0
492.0,294,28,2025-08-23,462.71,8.0,157.43,305.28,55.0,244.86,Delivered,Upi,170.68,-18.75,Coupon Order,2025-08,Saturday,0
493.0,3,17,2025-10-04,268.18,,0.0,268.18,25.0,149.67,Delivered,Upi,78.64,46.64,Non-Coupon Order,2025-10,Saturday,0
494.0,285,11,2025-08-18,603.15,,0.0,603.15,25.0,381.05,Delivered,Wallet,175.79,143.79,Non-Coupon Order,2025-08,Monday,0
495.0,136,9,2025-04-13,309.34,,0.0,309.34,35.0,197.26,Delivered,Cash,90.68,58.68,Non-Coupon Order,2025-04,Sunday,0
496.0,96,17,2025-07-01,327.79,,0.0,327.79,35.0,187.26,Delivered,Upi,100.56,68.56,Non-Coupon Order,2025-07,Tuesday,0
497.0,183,2,2025-12-24,816.47,,0.0,816.47,25.0,458.84,Delivered,Cash,171.96,139.96,Non-Coupon Order,2025-12,Wednesday,0
498.0,204,8,2025-02-14,774.42,,0.0,774.42,55.0,404.43,Delivered,Wallet,209.88,177.88,Non-Coupon Order,2025-02,Friday,0
499.0,88,24,2025-03-18,484.04,,0.0,484.04,25.0,280.02,Delivered,Cash,121.81,89.81,Non-Coupon Order,2025-03,Tuesday,0
502.0,153,16,2025-08-28,739.76,,0.0,739.76,25.0,418.76,Delivered,Card,172.95,140.95,Non-Coupon Order,2025-08,Thursday,0
503.0,27,26,2025-05-09,856.86,,0.0,856.86,35.0,486.9,Delivered,Card,249.22,217.22,Non-Coupon Order,2025-05,Friday,0
504.0,85,18,2025-05-26,667.5,,0.0,667.5,25.0,355.67,Delivered,Cash,145.15,113.15,Non-Coupon Order,2025-05,Monday,0
505.0,78,19,2025-04-08,699.81,,0.0,699.81,0.0,368.81,Delivered,Cash,153.96,121.96,Non-Coupon Order,2025-04,Tuesday,0
506.0,229,27,2025-01-28,306.6,,0.0,306.6,35.0,189.07,Delivered,Wallet,102.45,70.45,Non-Coupon Order,2025-01,Tuesday,0
507.0,221,4,2025-01-04,287.81,,0.0,287.81,0.0,176.5,Delivered,Card,51.81,19.81,Non-Coupon Order,2025-01,Saturday,0
508.0,185,3,2025-07-13,497.02,,0.0,497.02,25.0,276.41,Delivered,Card,149.26,117.26,Non-Coupon Order,2025-07,Sunday,0
509.0,15,1,2025-01-29,341.32,,0.0,341.32,25.0,178.37,Delivered,Card,100.09,68.09,Non-Coupon Order,2025-01,Wednesday,0
510.0,114,1,2025-04-26,303.74,,0.0,303.74,35.0,187.15,Delivered,Wallet,101.82,69.82,Non-Coupon Order,2025-04,Saturday,0
511.0,224,29,2025-08-28,294.31,,0.0,294.31,45.0,166.26,Delivered,Upi,109.75,77.75,Non-Coupon Order,2025-08,Thursday,0
512.0,137,17,2025-07-04,2352.11,,0.0,2352.11,0.0,1270.21,Delivered,Upi,470.42,438.42,Non-Coupon Order,2025-07,Friday,0
513.0,299,26,2025-08-31,466.56,,0.0,466.56,45.0,259.5,Delivered,Cash,161.64,129.64,Non-Coupon Order,2025-08,Sunday,0
514.0,262,19,2025-08-19,538.83,,0.0,538.83,0.0,338.51,Delivered,Wallet,118.54,86.54,Non-Coupon Order,2025-08,Tuesday,0
515.0,159,19,2025-02-06,503.73,,0.0,503.73,45.0,306.3,Delivered,Wallet,155.82,123.82,Non-Coupon Order,2025-02,Thursday,0
516.0,235,23,2025-03-31,256.48,,0.0,256.48,25.0,146.73,Delivered,Cash,71.17,39.17,Non-Coupon Order,2025-03,Monday,0
517.0,78,20,2025-07-18,936.68,,0.0,936.68,25.0,525.55,Delivered,Cash,212.34,180.34,Non-Coupon Order,2025-07,Friday,0
518.0,19,13,2025-11-04,516.99,1.0,150.0,366.99,0.0,274.83,Delivered,Wallet,113.74,-68.26,Coupon Order,2025-11,Tuesday,0
519.0,120,5,2025-01-05,225.17,,0.0,225.17,35.0,143.56,Delivered,Card,80.03,48.03,Non-Coupon Order,2025-01,Sunday,0
520.0,157,7,2025-11-15,764.75,,0.0,764.75,35.0,454.28,Delivered,Card,187.95,155.95,Non-Coupon Order,2025-11,Saturday,0
521.0,105,22,2025-11-09,1302.29,7.0,250.0,1052.29,45.0,787.32,Delivered,Card,370.57,88.57,Coupon Order,2025-11,Sunday,0
522.0,114,26,2025-04-02,614.73,,0.0,614.73,0.0,369.49,Delivered,Cash,153.68,121.68,Non-Coupon Order,2025-04,Wednesday,0
523.0,185,30,2025-08-13,410.17,,0.0,410.17,45.0,232.45,Delivered,Wallet,127.03,95.03,Non-Coupon Order,2025-08,Wednesday,0
524.0,225,20,2025-05-07,530.62,,0.0,530.62,45.0,301.02,Delivered,Wallet,151.12,119.12,Non-Coupon Order,2025-05,Wednesday,0
525.0,173,3,2025-10-09,539.77,,0.0,539.77,25.0,281.48,Delivered,Wallet,159.94,127.94,Non-Coupon Order,2025-10,Thursday,0
526.0,40,12,2025-04-23,403.93,,0.0,403.93,55.0,216.59,Delivered,Card,155.98,123.98,Non-Coupon Order,2025-04,Wednesday,0
527.0,137,19,2025-11-14,254.96,,0.0,254.96,35.0,154.89,Delivered,Card,91.09,59.09,Non-Coupon Order,2025-11,Friday,0
528.0,154,19,2025-11-19,1416.75,,0.0,1416.75,35.0,802.9,Delivered,Card,346.69,314.69,Non-Coupon Order,2025-11,Wednesday,0
529.0,241,18,2025-12-18,648.3,,0.0,648.3,25.0,403.54,Delivered,Card,141.69,109.69,Non-Coupon Order,2025-12,Thursday,0
530.0,37,4,2025-05-06,526.05,,0.0,526.05,45.0,312.47,Delivered,Card,139.69,107.69,Non-Coupon Order,2025-05,Tuesday,0
532.0,134,13,2025-07-15,701.56,,0.0,701.56,55.0,407.43,Delivered,Cash,209.34,177.34,Non-Coupon Order,2025-07,Tuesday,0
533.0,27,3,2025-01-14,1404.48,,0.0,1404.48,45.0,823.3,Delivered,Upi,396.12,364.12,Non-Coupon Order,2025-01,Tuesday,0
534.0,122,14,2025-06-07,727.93,,0.0,727.93,55.0,407.1,Delivered,Card,236.98,204.98,Non-Coupon Order,2025-06,Saturday,0
535.0,120,14,2025-09-13,334.23,,0.0,334.23,0.0,178.73,Delivered,Card,83.56,51.56,Non-Coupon Order,2025-09,Saturday,0
536.0,64,23,2025-01-28,280.94,,0.0,280.94,45.0,150.8,Delivered,Card,95.57,63.57,Non-Coupon Order,2025-01,Tuesday,0
537.0,10,16,2025-11-08,382.13,,0.0,382.13,55.0,208.17,Delivered,Wallet,131.43,99.43,Non-Coupon Order,2025-11,Saturday,0
538.0,112,14,2025-10-25,721.81,,0.0,721.81,35.0,446.36,Delivered,Upi,215.45,183.45,Non-Coupon Order,2025-10,Saturday,0
539.0,51,21,2025-08-27,433.14,,0.0,433.14,25.0,254.0,Delivered,Card,102.97,70.97,Non-Coupon Order,2025-08,Wednesday,0
540.0,26,18,2025-04-04,647.37,,0.0,647.37,45.0,368.31,Delivered,Card,161.53,129.53,Non-Coupon Order,2025-04,Friday,0
541.0,63,23,2025-03-31,404.57,,0.0,404.57,35.0,254.39,Delivered,Upi,107.82,75.82,Non-Coupon Order,2025-03,Monday,0
542.0,16,27,2025-11-06,654.23,,0.0,654.23,35.0,343.43,Delivered,Wallet,178.93,146.93,Non-Coupon Order,2025-11,Thursday,0
544.0,63,2,2025-11-28,620.11,3.0,120.0,500.11,25.0,355.45,Delivered,Card,136.62,-15.38,Coupon Order,2025-11,Friday,0
545.0,191,11,2025-09-16,294.66,,0.0,294.66,35.0,154.5,Delivered,Upi,108.67,76.67,Non-Coupon Order,2025-09,Tuesday,0
546.0,294,25,2025-06-21,374.5,,0.0,374.5,25.0,220.09,Delivered,Card,107.39,75.39,Non-Coupon Order,2025-06,Saturday,0
547.0,177,13,2025-02-24,690.77,,0.0,690.77,0.0,375.39,Delivered,Card,151.97,119.97,Non-Coupon Order,2025-02,Monday,0
548.0,12,17,2025-08-01,372.63,,0.0,372.63,45.0,214.29,Delivered,Upi,119.53,87.53,Non-Coupon Order,2025-08,Friday,0
549.0,163,14,2025-10-29,1022.01,7.0,250.0,772.01,55.0,533.14,Delivered,Upi,310.5,28.5,Coupon Order,2025-10,Wednesday,0
550.0,150,27,2025-09-20,553.96,,0.0,553.96,0.0,299.91,Delivered,Wallet,121.87,89.87,Non-Coupon Order,2025-09,Saturday,0
551.0,78,3,2025-10-12,423.77,,0.0,423.77,0.0,255.01,Delivered,Cash,105.94,73.94,Non-Coupon Order,2025-10,Sunday,0
553.0,123,17,2025-09-18,800.26,,0.0,800.26,0.0,470.62,Delivered,Card,160.05,128.05,Non-Coupon Order,2025-09,Thursday,0
554.0,291,20,2025-11-07,348.37,,0.0,348.37,55.0,196.0,Delivered,Card,124.67,92.67,Non-Coupon Order,2025-11,Friday,0
556.0,169,25,2025-11-15,623.15,,0.0,623.15,25.0,377.64,Delivered,Cash,162.09,130.09,Non-Coupon Order,2025-11,Saturday,0
557.0,85,2,2025-07-04,378.67,,0.0,378.67,45.0,219.4,Delivered,Upi,113.16,81.16,Non-Coupon Order,2025-07,Friday,0
558.0,138,17,2025-12-29,356.14,,0.0,356.14,35.0,200.21,Delivered,Upi,106.23,74.23,Non-Coupon Order,2025-12,Monday,0
559.0,264,9,2025-10-22,599.03,,0.0,599.03,35.0,341.47,Delivered,Wallet,142.83,110.83,Non-Coupon Order,2025-10,Wednesday,0
560.0,207,9,2025-08-12,420.64,,0.0,420.64,55.0,225.84,Delivered,Card,130.72,98.72,Non-Coupon Order,2025-08,Tuesday,0
562.0,227,23,2025-03-22,543.71,,0.0,543.71,35.0,289.74,Delivered,Upi,132.87,100.87,Non-Coupon Order,2025-03,Saturday,0
563.0,59,13,2025-09-12,304.95,,0.0,304.95,0.0,162.17,Delivered,Card,67.09,35.09,Non-Coupon Order,2025-09,Friday,0
564.0,200,30,2025-02-01,292.67,,0.0,292.67,35.0,154.52,Delivered,Card,93.53,61.53,Non-Coupon Order,2025-02,Saturday,0
565.0,157,16,2025-07-06,834.36,,0.0,834.36,0.0,494.53,Delivered,Cash,166.87,134.87,Non-Coupon Order,2025-07,Sunday,0
566.0,265,17,2025-07-26,397.7,,0.0,397.7,25.0,240.15,Delivered,Cash,104.54,72.54,Non-Coupon Order,2025-07,Saturday,0
567.0,35,9,2025-04-19,398.76,,0.0,398.76,45.0,219.08,Delivered,Cash,116.78,84.78,Non-Coupon Order,2025-04,Saturday,0
568.0,58,13,2025-11-03,402.96,,0.0,402.96,55.0,219.54,Delivered,Upi,143.65,111.65,Non-Coupon Order,2025-11,Monday,0
569.0,209,15,2025-05-11,1486.23,,0.0,1486.23,55.0,905.57,Delivered,Cash,352.25,320.25,Non-Coupon Order,2025-05,Sunday,0
570.0,259,12,2025-10-25,665.69,,0.0,665.69,55.0,366.81,Delivered,Cash,221.42,189.42,Non-Coupon Order,2025-10,Saturday,0
572.0,104,3,2025-11-30,523.04,,0.0,523.04,55.0,280.53,Delivered,Wallet,185.76,153.76,Non-Coupon Order,2025-11,Sunday,0
573.0,153,25,2025-03-17,587.45,,0.0,587.45,45.0,314.48,Delivered,Upi,174.24,142.24,Non-Coupon Order,2025-03,Monday,0
574.0,174,1,2025-06-14,298.36,,0.0,298.36,0.0,179.58,Delivered,Upi,65.64,33.64,Non-Coupon Order,2025-06,Saturday,0
575.0,142,13,2025-11-24,408.72,,0.0,408.72,0.0,218.0,Delivered,Card,89.92,57.92,Non-Coupon Order,2025-11,Monday,0
576.0,54,21,2025-07-25,845.63,,0.0,845.63,55.0,494.79,Delivered,Card,207.21,175.21,Non-Coupon Order,2025-07,Friday,0
577.0,89,20,2025-04-17,511.83,,0.0,511.83,0.0,312.83,Delivered,Wallet,102.37,70.37,Non-Coupon Order,2025-04,Thursday,0
578.0,44,22,2025-12-26,820.75,,0.0,820.75,35.0,482.87,Delivered,Card,240.19,208.19,Non-Coupon Order,2025-12,Friday,0
579.0,172,26,2025-06-25,345.79,,0.0,345.79,45.0,203.42,Delivered,Card,131.45,99.45,Non-Coupon Order,2025-06,Wednesday,0
580.0,86,21,2025-07-24,397.65,,0.0,397.65,45.0,237.68,Delivered,Cash,116.58,84.58,Non-Coupon Order,2025-07,Thursday,0
581.0,142,22,2025-12-24,425.79,,0.0,425.79,45.0,243.71,Delivered,Upi,151.45,119.45,Non-Coupon Order,2025-12,Wednesday,0
582.0,189,15,2025-09-08,446.02,,0.0,446.02,0.0,276.71,Delivered,Card,89.2,57.2,Non-Coupon Order,2025-09,Monday,0
584.0,17,3,2025-07-21,351.62,,0.0,351.62,0.0,188.8,Delivered,Upi,87.91,55.91,Non-Coupon Order,2025-07,Monday,0
585.0,202,6,2025-06-28,423.35,,0.0,423.35,35.0,245.84,Delivered,Upi,119.67,87.67,Non-Coupon Order,2025-06,Saturday,0
586.0,169,20,2025-11-30,321.21,,0.0,321.21,55.0,200.13,Delivered,Cash,119.24,87.24,Non-Coupon Order,2025-11,Sunday,0
587.0,208,23,2025-06-12,692.6,,0.0,692.6,25.0,370.97,Delivered,Cash,149.67,117.67,Non-Coupon Order,2025-06,Thursday,0
589.0,84,5,2025-07-26,531.56,,0.0,531.56,0.0,301.66,Delivered,Upi,106.31,74.31,Non-Coupon Order,2025-07,Saturday,0
590.0,46,27,2025-09-12,381.92,,0.0,381.92,0.0,213.22,Delivered,Wallet,84.02,52.02,Non-Coupon Order,2025-09,Friday,0
591.0,268,25,2025-09-27,252.37,,0.0,252.37,0.0,148.84,Delivered,Upi,55.52,23.52,Non-Coupon Order,2025-09,Saturday,0
592.0,34,4,2025-01-10,282.04,,0.0,282.04,45.0,159.3,Delivered,Upi,95.77,63.77,Non-Coupon Order,2025-01,Friday,0
595.0,126,10,2025-11-25,315.8,,0.0,315.8,25.0,179.07,Delivered,Cash,81.84,49.84,Non-Coupon Order,2025-11,Tuesday,0
596.0,121,28,2025-12-07,467.7,,0.0,467.7,55.0,285.19,Delivered,Wallet,171.93,139.93,Non-Coupon Order,2025-12,Sunday,0
597.0,180,7,2025-08-26,625.69,,0.0,625.69,25.0,385.51,Delivered,Upi,150.14,118.14,Non-Coupon Order,2025-08,Tuesday,0
598.0,210,9,2025-12-05,720.49,,0.0,720.49,45.0,423.45,Delivered,Cash,174.69,142.69,Non-Coupon Order,2025-12,Friday,0
599.0,37,8,2025-02-27,360.8,,0.0,360.8,55.0,191.71,Delivered,Upi,127.16,95.16,Non-Coupon Order,2025-02,Thursday,0
600.0,113,23,2025-01-02,243.21,,0.0,243.21,25.0,152.53,Delivered,Upi,68.78,36.78,Non-Coupon Order,2025-01,Thursday,0
601.0,213,17,2025-12-14,437.15,,0.0,437.15,25.0,233.47,Delivered,Upi,112.43,80.43,Non-Coupon Order,2025-12,Sunday,0
602.0,33,15,2025-09-07,1318.65,,0.0,1318.65,35.0,781.92,Delivered,Upi,298.73,266.73,Non-Coupon Order,2025-09,Sunday,0
603.0,171,1,2025-04-03,870.3,,0.0,870.3,55.0,528.4,Delivered,Wallet,246.47,214.47,Non-Coupon Order,2025-04,Thursday,0
604.0,215,6,2025-01-30,536.86,,0.0,536.86,0.0,279.38,Delivered,Wallet,107.37,75.37,Non-Coupon Order,2025-01,Thursday,0
605.0,212,15,2025-10-08,281.28,,0.0,281.28,0.0,166.66,Delivered,Wallet,56.26,24.26,Non-Coupon Order,2025-10,Wednesday,0
606.0,142,28,2025-09-17,1436.72,,0.0,1436.72,35.0,851.11,Delivered,Card,394.18,362.18,Non-Coupon Order,2025-09,Wednesday,0
607.0,74,26,2025-07-11,526.41,,0.0,526.41,25.0,278.25,Delivered,Cash,156.6,124.6,Non-Coupon Order,2025-07,Friday,0
608.0,127,8,2025-04-22,445.24,,0.0,445.24,45.0,283.73,Delivered,Card,134.05,102.05,Non-Coupon Order,2025-04,Tuesday,0
609.0,220,28,2025-08-31,452.43,,0.0,452.43,45.0,272.7,Delivered,Cash,158.11,126.11,Non-Coupon Order,2025-08,Sunday,0
610.0,131,19,2025-03-19,460.23,,0.0,460.23,35.0,273.69,Delivered,Card,136.25,104.25,Non-Coupon Order,2025-03,Wednesday,0
611.0,218,8,2025-10-31,840.93,7.0,213.74,627.19,0.0,463.79,Delivered,Cash,168.19,-77.55,Coupon Order,2025-10,Friday,0
612.0,150,4,2025-06-01,683.95,,0.0,683.95,45.0,368.35,Delivered,Cash,168.11,136.11,Non-Coupon Order,2025-06,Sunday,0
613.0,138,24,2025-11-03,301.96,,0.0,301.96,0.0,174.51,Delivered,Upi,60.39,28.39,Non-Coupon Order,2025-11,Monday,0
614.0,56,24,2025-02-24,389.9,,0.0,389.9,25.0,236.29,Delivered,Upi,102.98,70.98,Non-Coupon Order,2025-02,Monday,0
615.0,287,19,2025-01-22,263.49,,0.0,263.49,45.0,137.05,Delivered,Card,102.97,70.97,Non-Coupon Order,2025-01,Wednesday,0
616.0,175,25,2025-08-16,388.37,,0.0,388.37,45.0,235.04,Delivered,Card,130.44,98.44,Non-Coupon Order,2025-08,Saturday,0
617.0,144,23,2025-06-21,372.18,,0.0,372.18,0.0,230.0,Delivered,Cash,66.99,34.99,Non-Coupon Order,2025-06,Saturday,0
618.0,18,16,2025-10-23,441.49,,0.0,441.49,55.0,233.6,Delivered,Card,143.3,111.3,Non-Coupon Order,2025-10,Thursday,0
619.0,124,9,2025-04-14,450.31,,0.0,450.31,45.0,235.13,Delivered,Wallet,126.06,94.06,Non-Coupon Order,2025-04,Monday,0
620.0,103,5,2025-08-10,892.46,6.0,75.0,817.46,55.0,533.82,Delivered,Card,233.49,126.49,Coupon Order,2025-08,Sunday,0
621.0,11,24,2025-09-25,391.57,,0.0,391.57,35.0,233.66,Delivered,Cash,113.31,81.31,Non-Coupon Order,2025-09,Thursday,0
622.0,277,12,2025-06-29,465.96,,0.0,465.96,55.0,264.35,Delivered,Cash,171.49,139.49,Non-Coupon Order,2025-06,Sunday,0
623.0,162,5,2025-04-07,319.85,,0.0,319.85,55.0,169.31,Delivered,Wallet,118.97,86.97,Non-Coupon Order,2025-04,Monday,0
624.0,39,18,2025-08-31,728.3,5.0,156.32,571.98,55.0,420.57,Delivered,Card,186.09,-2.23,Coupon Order,2025-08,Sunday,0
626.0,56,7,2025-12-17,284.99,,0.0,284.99,35.0,169.86,Delivered,Upi,92.0,60.0,Non-Coupon Order,2025-12,Wednesday,0
627.0,34,22,2025-02-02,405.04,,0.0,405.04,0.0,223.54,Delivered,Wallet,101.26,69.26,Non-Coupon Order,2025-02,Sunday,0
629.0,207,29,2025-01-06,656.7,,0.0,656.7,45.0,348.94,Delivered,Wallet,189.47,157.47,Non-Coupon Order,2025-01,Monday,0
631.0,299,6,2025-09-18,785.48,,0.0,785.48,45.0,479.85,Delivered,Card,202.1,170.1,Non-Coupon Order,2025-09,Thursday,0
632.0,34,20,2025-04-04,798.42,,0.0,798.42,25.0,464.7,Delivered,Upi,184.68,152.68,Non-Coupon Order,2025-04,Friday,0
633.0,115,9,2025-06-09,684.32,2.0,100.0,584.32,55.0,430.83,Delivered,Wallet,178.18,46.18,Coupon Order,2025-06,Monday,0
634.0,205,2,2025-09-28,233.69,,0.0,233.69,0.0,132.41,Delivered,Upi,42.06,10.06,Non-Coupon Order,2025-09,Sunday,0
635.0,293,2,2025-08-06,309.59,,0.0,309.59,25.0,181.73,Delivered,Card,80.73,48.73,Non-Coupon Order,2025-08,Wednesday,0
636.0,20,21,2025-11-25,688.41,,0.0,688.41,45.0,381.56,Delivered,Card,168.91,136.91,Non-Coupon Order,2025-11,Tuesday,0
637.0,212,14,2025-02-14,364.92,,0.0,364.92,25.0,196.62,Delivered,Card,116.23,84.23,Non-Coupon Order,2025-02,Friday,0
638.0,294,22,2025-12-22,310.25,,0.0,310.25,55.0,185.77,Delivered,Cash,132.56,100.56,Non-Coupon Order,2025-12,Monday,0
639.0,201,20,2025-02-13,320.09,,0.0,320.09,55.0,201.17,Delivered,Upi,119.02,87.02,Non-Coupon Order,2025-02,Thursday,0
641.0,187,11,2025-10-24,485.46,,0.0,485.46,55.0,290.0,Delivered,Cash,176.37,144.37,Non-Coupon Order,2025-10,Friday,0
642.0,67,10,2025-08-19,535.44,,0.0,535.44,25.0,281.63,Delivered,Upi,121.38,89.38,Non-Coupon Order,2025-08,Tuesday,0
643.0,32,25,2025-08-16,1092.11,,0.0,1092.11,25.0,625.02,Delivered,Card,265.26,233.26,Non-Coupon Order,2025-08,Saturday,0
644.0,119,13,2025-06-11,1271.61,,0.0,1271.61,35.0,787.31,Delivered,Upi,314.75,282.75,Non-Coupon Order,2025-06,Wednesday,0
645.0,151,26,2025-09-23,379.84,,0.0,379.84,0.0,202.47,Delivered,Upi,94.96,62.96,Non-Coupon Order,2025-09,Tuesday,0
646.0,276,20,2025-10-03,426.79,,0.0,426.79,0.0,258.28,Delivered,Cash,85.36,53.36,Non-Coupon Order,2025-10,Friday,0
647.0,33,16,2025-08-18,566.96,,0.0,566.96,55.0,351.36,Delivered,Cash,168.39,136.39,Non-Coupon Order,2025-08,Monday,0
648.0,132,15,2025-01-24,515.8,,0.0,515.8,55.0,283.55,Delivered,Upi,158.16,126.16,Non-Coupon Order,2025-01,Friday,0
649.0,56,30,2025-09-16,405.66,,0.0,405.66,45.0,247.04,Delivered,Cash,126.13,94.13,Non-Coupon Order,2025-09,Tuesday,0
650.0,225,1,2025-05-31,865.23,,0.0,865.23,35.0,505.75,Delivered,Upi,225.35,193.35,Non-Coupon Order,2025-05,Saturday,0
651.0,107,24,2025-09-26,296.56,,0.0,296.56,0.0,159.86,Delivered,Upi,59.31,27.31,Non-Coupon Order,2025-09,Friday,0
652.0,222,2,2025-11-23,632.9,,0.0,632.9,25.0,342.48,Delivered,Upi,138.92,106.92,Non-Coupon Order,2025-11,Sunday,0
653.0,139,22,2025-02-21,744.34,,0.0,744.34,35.0,393.83,Delivered,Wallet,221.09,189.09,Non-Coupon Order,2025-02,Friday,0
654.0,243,24,2025-05-10,994.44,,0.0,994.44,0.0,578.91,Delivered,Cash,198.89,166.89,Non-Coupon Order,2025-05,Saturday,0
655.0,204,28,2025-03-18,301.51,,0.0,301.51,55.0,181.88,Delivered,Card,130.38,98.38,Non-Coupon Order,2025-03,Tuesday,0
656.0,239,20,2025-08-01,688.19,,0.0,688.19,35.0,429.26,Delivered,Cash,172.64,140.64,Non-Coupon Order,2025-08,Friday,0
657.0,275,22,2025-11-10,384.49,,0.0,384.49,35.0,203.28,Delivered,Card,131.12,99.12,Non-Coupon Order,2025-11,Monday,0
658.0,1,18,2025-09-07,1344.84,,0.0,1344.84,0.0,785.49,Delivered,Cash,242.07,210.07,Non-Coupon Order,2025-09,Sunday,0
659.0,285,1,2025-10-06,808.75,,0.0,808.75,55.0,471.03,Delivered,Card,232.93,200.93,Non-Coupon Order,2025-10,Monday,0
660.0,102,4,2025-05-05,510.21,,0.0,510.21,35.0,271.99,Delivered,Wallet,126.84,94.84,Non-Coupon Order,2025-05,Monday,0
661.0,158,9,2025-09-30,352.82,,0.0,352.82,0.0,183.47,Delivered,Wallet,63.51,31.51,Non-Coupon Order,2025-09,Tuesday,0
662.0,82,22,2025-12-27,416.04,,0.0,416.04,0.0,235.82,Delivered,Cash,104.01,72.01,Non-Coupon Order,2025-12,Saturday,0
663.0,288,27,2025-05-29,590.16,,0.0,590.16,25.0,371.64,Delivered,Cash,154.84,122.84,Non-Coupon Order,2025-05,Thursday,0
664.0,109,22,2025-05-27,901.35,,0.0,901.35,25.0,538.68,Delivered,Wallet,250.34,218.34,Non-Coupon Order,2025-05,Tuesday,0
665.0,288,22,2025-03-17,933.23,,0.0,933.23,0.0,503.9,Delivered,Upi,233.31,201.31,Non-Coupon Order,2025-03,Monday,0
666.0,254,20,2025-09-29,488.04,,0.0,488.04,25.0,293.69,Delivered,Card,122.61,90.61,Non-Coupon Order,2025-09,Monday,0
667.0,53,13,2025-07-11,665.81,,0.0,665.81,45.0,383.14,Delivered,Upi,191.48,159.48,Non-Coupon Order,2025-07,Friday,0
668.0,111,19,2025-12-17,586.94,,0.0,586.94,0.0,319.41,Delivered,Wallet,129.13,97.13,Non-Coupon Order,2025-12,Wednesday,0
669.0,229,22,2025-08-27,483.05,,0.0,483.05,55.0,271.78,Delivered,Cash,175.76,143.76,Non-Coupon Order,2025-08,Wednesday,0
670.0,190,6,2025-09-02,391.51,,0.0,391.51,45.0,249.27,Delivered,Upi,123.3,91.3,Non-Coupon Order,2025-09,Tuesday,0
671.0,55,14,2025-10-22,726.18,,0.0,726.18,55.0,395.79,Delivered,Upi,236.55,204.55,Non-Coupon Order,2025-10,Wednesday,0
672.0,114,11,2025-06-18,671.3,,0.0,671.3,0.0,428.6,Delivered,Cash,167.83,135.83,Non-Coupon Order,2025-06,Wednesday,0
673.0,45,5,2025-09-18,540.46,,0.0,540.46,45.0,299.23,Delivered,Wallet,153.09,121.09,Non-Coupon Order,2025-09,Thursday,0
674.0,177,22,2025-07-03,667.78,,0.0,667.78,35.0,383.08,Delivered,Card,201.95,169.95,Non-Coupon Order,2025-07,Thursday,0
675.0,197,18,2025-01-15,458.98,,0.0,458.98,45.0,264.0,Delivered,Wallet,127.62,95.62,Non-Coupon Order,2025-01,Wednesday,0
676.0,206,22,2025-06-16,349.96,,0.0,349.96,45.0,219.03,Delivered,Cash,132.49,100.49,Non-Coupon Order,2025-06,Monday,0
677.0,271,7,2025-09-08,444.63,,0.0,444.63,35.0,258.04,Delivered,Cash,123.93,91.93,Non-Coupon Order,2025-09,Monday,0
678.0,283,5,2025-05-15,1197.35,,0.0,1197.35,45.0,766.26,Delivered,Card,284.47,252.47,Non-Coupon Order,2025-05,Thursday,0
679.0,113,7,2025-10-12,1075.28,,0.0,1075.28,55.0,623.36,Delivered,Cash,270.06,238.06,Non-Coupon Order,2025-10,Sunday,0
680.0,8,28,2025-05-12,254.36,,0.0,254.36,25.0,158.45,Delivered,Cash,88.59,56.59,Non-Coupon Order,2025-05,Monday,0
681.0,150,6,2025-07-10,914.77,,0.0,914.77,35.0,512.36,Delivered,Card,217.95,185.95,Non-Coupon Order,2025-07,Thursday,0
682.0,96,22,2025-10-23,318.97,,0.0,318.97,25.0,184.69,Delivered,Wallet,104.74,72.74,Non-Coupon Order,2025-10,Thursday,0
683.0,47,4,2025-03-05,472.76,,0.0,472.76,0.0,289.88,Delivered,Upi,85.1,53.1,Non-Coupon Order,2025-03,Wednesday,0
