offer_id,customer_id,coupon_id,offer_date,channel
773,203,3,2025-08-08,Email
774,278,3,2025-04-02,Email
775,120,6,2025-09-22,Email
776,258,1,2025-08-21,App Notification
777,56,2,2025-09-05,Email
778,97,6,2025-07-16,App Notification
779,49,7,2025-10-04,Homepage Banner
780,249,1,2025-05-12,Email
781,22,6,2025-04-10,App Notification
782,212,1,2025-01-12,Email
783,83,3,2025-08-21,App Notification
784,148,1,2025-01-19,Homepage Banner
785,4,6,2025-10-27,Email
786,191,1,2025-04-20,App Notification
787,9,1,2025-09-18,SMS
788,150,3,2025-09-20,App Notification
789,144,2,2025-04-03,Email
790,206,6,2025-09-30,Homepage Banner
791,50,1,2025-01-19,SMS
792,201,6,2025-08-12,SMS
793,20,1,2025-10-23,App Notification
794,223,4,2025-05-31,App Notification
795,60,2,2025-08-05,Homepage Banner
796,86,8,2025-06-02,Email
797,237,4,2025-11-08,App Notification
798,98,6,2025-10-14,Email
799,221,4,2025-04-30,App Notification
800,129,3,2025-01-30,SMS
801,123,3,2025-09-08,Homepage Banner
802,268,6,2025-08-13,Email
803,229,1,2025-01-25,App Notification
804,81,1,2025-08-10,Email
805,220,8,2025-07-02,SMS
806,49,3,2025-09-25,Homepage Banner
807,295,4,2025-04-16,Homepage Banner
808,117,8,2025-08-22,SMS
809,281,8,2025-07-11,App Notification
810,123,2,2025-11-06,Email
811,37,8,2025-08-24,Email
812,29,1,2025-07-18,App Notification
813,259,8,2025-08-26,App Notification
814,241,1,2025-05-20,Email
815,70,1,2025-03-16,SMS
816,222,1,2025-03-27,SMS
817,108,1,2025-01-12,App Notification
818,207,8,2025-06-24,SMS
819,6,5,2025-06-05,App Notification
820,2,8,2025-07-24,App Notification
821,170,1,2025-11-02,Email
822,281,2,2025-09-25,Homepage Banner
823,42,7,2025-11-06,App Notification
824,77,5,2025-12-07,Email
825,70,8,2025-07-02,Email
826,65,1,2025-03-12,Homepage Banner
827,157,6,2025-04-05,App Notification
828,243,2,2025-03-08,Email
829,15,2,2025-02-20,App Notification
830,101,4,2025-12-23,Email
831,205,3,2025-04-03,Email
832,86,1,2025-07-27,SMS
833,280,2,2025-03-29,App Notification
834,163,7,2025-10-09,Homepage Banner
835,9,2,2025-07-31,Homepage Banner
836,269,7,2025-10-24,SMS
837,107,7,2025-11-11,Email
838,254,7,2025-10-24,App Notification
839,52,6,2025-03-12,App Notification
840,228,3,2025-05-27,App Notification
841,197,5,2025-07-10,SMS
842,93,4,2025-01-12,Homepage Banner
843,77,5,2025-01-02,Email
844,69,2,2025-06-07,Homepage Banner
845,106,1,2025-03-27,Email
846,117,3,2025-12-23,Homepage Banner
847,74,8,2025-08-04,Email
848,55,2,2025-05-26,App Notification
849,133,4,2025-12-13,App Notification
850,68,2,2025-08-24,Email
851,78,4,2025-07-31,App Notification
852,107,5,2025-07-08,SMS
853,220,8,2025-06-06,App Notification
854,291,6,2025-02-21,SMS
855,260,7,2025-10-15,App Notification
856,193,4,2025-03-27,Homepage Banner
857,44,7,2025-10-11,App Notification
858,26,1,2025-03-16,SMS
859,125,5,2025-10-30,Email
860,121,3,2025-01-16,Homepage Banner
861,8,2,2025-04-28,SMS
862,201,2,2025-01-11,App Notification
863,99,7,2025-10-02,App Notification
864,239,6,2025-04-13,Email
865,138,5,2025-01-20,Homepage Banner
866,227,5,2025-01-26,App Notification
867,130,3,2025-09-18,SMS
868,21,5,2025-12-22,App Notification
869,174,3,2025-12-05,App Notification
870,193,6,2025-11-08,SMS
871,77,2,2025-04-17,App Notification
872,267,1,2025-08-14,Email
873,268,4,2025-01-05,Homepage Banner
874,56,7,2025-11-06,Homepage Banner
875,105,7,2025-10-30,App Notification
876,191,8,2025-06-01,App Notification
877,173,6,2025-09-21,App Notification
878,39,2,2025-01-15,Homepage Banner
879,180,1,2025-12-25,Homepage Banner
880,222,1,2025-01-10,App Notification
881,240,6,2025-09-06,SMS
882,122,1,2025-03-09,Email
883,159,7,2025-10-24,Email
884,289,4,2025-07-04,SMS
885,8,3,2025-07-02,Email
886,135,6,2025-03-14,Email
887,190,8,2025-07-13,Email
888,223,8,2025-08-29,SMS
889,103,6,2025-08-06,App Notification
890,154,6,2025-03-06,SMS
891,199,3,2025-08-28,Email
892,145,7,2025-10-26,Homepage Banner
893,228,8,2025-06-02,Homepage Banner
894,296,4,2025-02-28,App Notification
895,289,7,2025-10-24,Email
896,262,2,2025-09-09,SMS
897,159,3,2025-03-25,Email
898,208,8,2025-08-27,Email
899,231,5,2025-10-26,SMS
900,63,8,2025-08-29,Homepage Banner
901,135,2,2025-12-19,Homepage Banner
902,66,3,2025-12-13,Email
903,158,6,2025-06-09,App Notification
904,207,8,2025-06-03,App Notification
905,55,2,2025-01-05,SMS
906,63,1,2025-11-27,App Notification
907,59,7,2025-10-12,SMS
908,222,6,2025-03-26,Email
909,174,3,2025-01-08,SMS
910,208,4,2025-10-18,App Notification
911,175,8,2025-08-21,SMS
912,96,8,2025-07-24,Email
913,290,8,2025-06-30,Email
914,118,6,2025-08-09,SMS
915,187,1,2025-08-17,Email
916,72,1,2025-07-08,Email
917,144,5,2025-10-11,Homepage Banner
918,11,8,2025-06-13,Homepage Banner
919,217,1,2025-01-27,App Notification
920,141,2,2025-09-02,Email
921,109,6,2025-07-08,Email
922,200,7,2025-11-07,SMS
923,16,1,2025-02-04,Email
924,138,8,2025-08-07,Homepage Banner
925,88,7,2025-11-06,Email
926,287,7,2025-10-28,Homepage Banner
927,261,8,2025-07-23,Email
928,130,4,2025-04-11,App Notification
929,204,5,2025-11-13,Homepage Banner
930,157,1,2025-08-03,Email
931,246,2,2025-03-31,Homepage Banner
932,218,2,2025-06-30,Email
933,299,5,2025-08-21,Email
934,71,4,2025-01-13,SMS
935,80,8,2025-07-14,App Notification
936,22,8,2025-06-10,SMS
937,20,2,2025-08-17,Email
938,160,6,2025-01-21,Homepage Banner
939,175,1,2025-02-14,SMS
940,283,7,2025-10-05,Homepage Banner
941,120,4,2025-09-21,App Notification
942,221,6,2025-06-23,App Notification
943,146,3,2025-04-19,Email
944,251,4,2025-07-24,App Notification
945,146,1,2025-12-27,App Notification
946,106,2,2025-08-18,SMS
947,99,3,2025-03-22,SMS
948,180,7,2025-10-25,App Notification
949,40,3,2025-06-29,Homepage Banner
950,120,8,2025-06-16,App Notification
951,130,6,2025-01-04,App Notification
952,222,8,2025-08-09,Homepage Banner
953,223,7,2025-10-05,Email
954,212,7,2025-11-10,Homepage Banner
955,114,1,2025-06-30,SMS
956,224,1,2025-07-14,Homepage Banner
957,197,4,2025-04-28,SMS
958,73,2,2025-07-29,SMS
959,102,1,2025-01-15,Homepage Banner
960,117,4,2025-07-05,Email
961,137,2,2025-01-28,Homepage Banner
962,122,2,2025-09-09,Email
963,114,6,2025-05-06,Email
964,10,6,2025-07-03,SMS
965,79,3,2025-07-17,Email
966,108,6,2025-05-02,Homepage Banner
967,230,6,2025-04-09,Homepage Banner
968,288,8,2025-06-30,Email
969,24,1,2025-12-16,SMS
970,100,6,2025-12-24,SMS
971,89,6,2025-08-19,SMS
972,201,5,2025-07-25,Homepage Banner
973,22,4,2025-06-09,Email
974,279,6,2025-04-21,Email
975,179,1,2025-01-13,Email
976,62,4,2025-06-04,SMS
977,270,2,2025-10-07,SMS
978,135,6,2025-12-26,Homepage Banner
979,132,8,2025-07-31,SMS
980,137,8,2025-07-19,App Notification
981,8,2,2025-03-29,SMS
982,60,3,2025-07-17,App Notification
983,15,7,2025-10-06,Homepage Banner
984,140,2,2025-09-24,Homepage Banner
985,7,8,2025-07-12,Email
986,240,7,2025-10-06,Homepage Banner
987,129,5,2025-03-16,Homepage Banner
988,229,6,2025-12-04,App Notification
989,269,3,2025-02-22,Email
990,152,8,2025-06-29,App Notification
991,200,8,2025-08-09,App Notification
992,196,7,2025-11-09,Email
993,117,2,2025-12-12,Email
994,152,4,2025-12-25,Homepage Banner
995,70,1,2025-06-21,Email
996,163,8,2025-08-29,Homepage Banner
997,88,7,2025-10-13,Homepage Banner
998,76,6,2025-01-29,SMS
999,96,7,2025-10-30,App Notification
1000,77,7,2025-10-08,Email
1001,229,2,2025-02-10,SMS
1002,229,1,2025-05-29,Homepage Banner
1003,39,8,2025-06-13,Email
1004,99,5,2025-08-15,App Notification
1005,192,1,2025-10-06,Homepage Banner
1006,279,8,2025-07-16,Homepage Banner
1007,62,8,2025-08-27,Email
1008,103,1,2025-08-26,Homepage Banner
1009,222,3,2025-10-05,Homepage Banner
1010,254,3,2025-05-27,Homepage Banner
1011,221,2,2025-04-23,App Notification
1012,68,1,2025-06-25,Email
1013,59,4,2025-08-17,Email
1014,31,7,2025-10-22,Homepage Banner
1015,258,1,2025-04-03,Email
1016,169,6,2025-01-24,Homepage Banner
1017,223,1,2025-09-05,SMS
1018,33,7,2025-10-09,Homepage Banner
1019,298,8,2025-07-23,Email
1020,276,1,2025-11-23,SMS
1021,15,8,2025-08-19,SMS
1022,124,7,2025-10-02,SMS
1023,40,2,2025-08-08,App Notification
1024,43,6,2025-10-31,Email
1025,7,7,2025-10-27,App Notification
1026,297,7,2025-10-10,App Notification
1027,52,6,2025-12-21,Homepage Banner
1028,203,2,2025-11-25,Email
1029,35,4,2025-06-19,Homepage Banner
1030,174,1,2025-06-28,Email
1031,63,8,2025-07-16,Email
1032,264,4,2025-02-08,Homepage Banner
1033,197,3,2025-03-07,Email
1034,298,2,2025-01-24,App Notification
1035,261,1,2025-12-20,Email
1036,101,1,2025-03-31,Email
1037,42,5,2025-04-21,Homepage Banner
1038,123,1,2025-04-23,SMS
1039,181,5,2025-12-03,App Notification
1040,49,7,2025-11-02,Email
1041,166,3,2025-01-29,Email
1042,212,3,2025-08-09,App Notification
1043,4,2,2025-07-04,SMS
1044,97,3,2025-05-14,Email
1045,206,6,2025-04-02,SMS
1046,232,1,2025-03-05,App Notification
1047,47,2,2025-04-08,SMS
1048,284,3,2025-03-26,Homepage Banner
1049,133,4,2025-11-14,SMS
1050,241,8,2025-08-18,Homepage Banner
1051,257,2,2025-12-20,Homepage Banner
1052,189,6,2025-06-01,Homepage Banner
1053,47,7,2025-10-06,App Notification
1054,188,4,2025-12-21,Email
1055,10,7,2025-10-19,Homepage Banner
1056,230,7,2025-11-09,SMS
1057,269,7,2025-10-05,App Notification
1058,6,5,2025-01-27,Homepage Banner
1059,296,6,2025-03-16,SMS
1060,252,7,2025-10-12,Email
1061,234,8,2025-08-02,SMS
1062,2,5,2025-10-18,App Notification
1063,219,7,2025-10-30,Homepage Banner
1064,224,6,2025-08-15,Homepage Banner
1065,89,5,2025-04-09,SMS
1066,55,8,2025-08-01,SMS
1067,92,4,2025-07-02,App Notification
1068,32,4,2025-05-29,Email
1069,183,5,2025-08-28,App Notification
1070,8,7,2025-11-12,SMS
1071,23,8,2025-08-10,Homepage Banner
1072,172,8,2025-06-11,Email
1073,261,3,2025-10-24,Email
1074,59,6,2025-04-27,SMS
1075,18,3,2025-08-10,SMS
1076,48,2,2025-02-28,Homepage Banner
1077,160,4,2025-09-18,SMS
1078,261,5,2025-11-21,Homepage Banner
1079,67,8,2025-06-02,Email
1080,157,1,2025-09-17,App Notification
1081,198,7,2025-10-07,SMS
1082,11,4,2025-11-06,SMS
1083,244,7,2025-11-02,Homepage Banner
1084,93,8,2025-07-13,SMS
1085,76,4,2025-06-26,SMS
1086,244,3,2025-05-09,Email
1087,195,3,2025-01-10,SMS
1088,134,1,2025-06-25,Email
1089,164,3,2025-08-04,App Notification
1090,228,7,2025-10-15,Email
1091,138,5,2025-07-07,App Notification
1092,136,2,2025-12-25,Homepage Banner
1093,96,5,2025-07-18,Email
1094,59,5,2025-03-25,Homepage Banner
1095,51,2,2025-12-14,SMS
1096,230,4,2025-03-09,Homepage Banner
1097,68,7,2025-10-22,SMS
1098,151,6,2025-12-21,Homepage Banner
1099,68,2,2025-01-28,App Notification
1100,15,1,2025-02-01,SMS
1101,28,6,2025-06-05,App Notification
1102,134,6,2025-08-16,Homepage Banner
1103,275,5,2025-05-19,SMS
1104,149,2,2025-04-18,SMS
1105,71,3,2025-01-28,App Notification
1106,144,5,2025-04-11,Email
1107,199,8,2025-08-27,SMS
1108,45,1,2025-11-03,SMS
1109,232,2,2025-08-15,SMS
1110,19,1,2025-11-04,App Notification
1111,106,2,2025-05-03,App Notification
1112,65,7,2025-11-14,SMS
1113,281,3,2025-07-29,App Notification
1114,294,3,2025-11-18,App Notification
1115,194,1,2025-03-16,App Notification
1116,112,2,2025-01-08,Homepage Banner
1117,115,3,2025-07-25,App Notification
1118,190,3,2025-05-27,Email
1119,84,5,2025-04-26,Email
1120,27,4,2025-02-12,Homepage Banner
1121,154,3,2025-02-25,Homepage Banner
1122,112,6,2025-08-30,Email
1123,117,3,2025-04-04,Email
1124,278,8,2025-06-10,App Notification
1125,232,1,2025-08-24,Homepage Banner
1126,243,8,2025-06-02,Homepage Banner
1127,244,8,2025-06-25,Homepage Banner
1128,258,5,2025-04-12,Homepage Banner
1129,295,3,2025-12-02,Email
1130,34,4,2025-09-04,SMS
1131,127,5,2025-01-16,Email
1132,176,4,2025-04-05,App Notification
1133,188,2,2025-03-20,App Notification
1134,100,3,2025-08-03,App Notification
1135,122,3,2025-07-28,Email
1136,252,3,2025-10-01,Homepage Banner
1137,57,3,2025-12-16,App Notification
1138,215,2,2025-03-12,SMS
1139,184,1,2025-12-06,SMS
1140,213,3,2025-05-20,App Notification
1141,135,4,2025-07-27,Homepage Banner
1142,5,2,2025-04-05,App Notification
1143,251,6,2025-02-04,Homepage Banner
1144,280,3,2025-07-08,App Notification
1145,242,8,2025-06-27,App Notification
1146,239,8,2025-08-02,Email
1147,45,1,2025-10-01,App Notification
1148,70,6,2025-01-21,Homepage Banner
1149,174,8,2025-08-27,App Notification
1150,226,8,2025-07-02,Email
1151,62,3,2025-02-16,Email
1152,184,6,2025-04-06,Homepage Banner
1153,100,7,2025-11-09,Homepage Banner
1154,9,3,2025-11-01,Homepage Banner
1155,167,4,2025-10-13,Email
1156,202,1,2025-07-25,Email
1157,55,7,2025-10-27,Homepage Banner
1158,155,2,2025-05-14,SMS
1159,287,7,2025-10-20,SMS
1160,280,1,2025-05-18,Homepage Banner
1161,31,8,2025-08-02,SMS
1162,53,3,2025-07-07,Homepage Banner
1163,204,8,2025-08-08,Homepage Banner
1164,37,7,2025-11-10,Email
1165,75,7,2025-10-29,SMS
1166,106,5,2025-01-24,App Notification
1167,253,8,2025-06-20,App Notification
1168,157,4,2025-12-14,Homepage Banner
1169,80,3,2025-07-27,Homepage Banner
1170,23,5,2025-10-21,Homepage Banner
1171,209,1,2025-11-08,SMS
1172,75,3,2025-10-06,Email
1173,180,7,2025-10-08,App Notification
1174,117,5,2025-05-13,App Notification
1175,288,1,2025-02-19,SMS
1176,178,5,2025-10-17,App Notification
1177,244,6,2025-05-17,Homepage Banner
1178,195,2,2025-12-29,App Notification
1179,34,2,2025-09-20,Email
1180,92,8,2025-07-21,Email
1181,266,7,2025-10-13,Homepage Banner
1182,251,7,2025-10-19,SMS
1183,217,3,2025-04-24,Email
1184,279,7,2025-10-18,App Notification
1185,166,7,2025-11-10,SMS
1186,265,7,2025-10-26,SMS
1187,227,8,2025-07-11,Homepage Banner
1188,34,3,2025-05-11,Homepage Banner
1189,176,3,2025-12-26,App Notification
1190,293,1,2025-07-11,App Notification
1191,265,4,2025-04-23,Homepage Banner
1192,271,5,2025-12-14,SMS
1193,38,5,2025-11-15,Email
1194,258,4,2025-03-21,App Notification
1195,238,5,2025-07-26,Email
1196,24,5,2025-12-28,App Notification
1197,300,8,2025-06-24,Email
1198,50,7,2025-10-13,Email
1199,153,3,2025-02-25,App Notification
1200,136,2,2025-05-20,Homepage Banner
